Zipcode,Address,Population_x,Median Age,Household Income,Per Capita Income,Poverty Rate,Lat,Lng,Bank Count,Population_y,Unemployment Count,Unemployment Rate
15081,"South Heights, PA 15081, USA",342,50.2,31500.0,22177,20.76023392,40.5785167,-80.236488,35,342.0,5.0,1.461988304093567
46617,"South Bend, IN 46617, USA",9947,33.0,48726.0,27706,21.40343822,41.6841001,-86.231094,81,9947.0,437.0,4.393284407359003
67849,"Hanston, KS 67849, USA",486,43.0,63214.0,26015,4.938271605,38.146514,-99.7009754,1,486.0,6.0,1.2345679012345678
60137,"Glen Ellyn, IL 60137, USA",38384,41.1,89386.0,47759,5.460608587,41.853696,-88.0607565,143,38384.0,1850.0,4.819716548561901
49415,"Fruitport, MI 49415, USA",6260,44.3,51587.0,26853,6.757188498,43.166995899999996,-86.11410450000001,9,6260.0,303.0,4.840255591054313
2056,"Norfolk, MA 02056, USA",11274,42.5,134104.0,43630,4.479332979,30.7554142,-100.5861245,0,11274.0,234.0,2.0755721128259714
28436,"Delco, NC 28436, USA",2170,37.9,45417.0,22077,13.13364055,34.275507899999994,-78.27039509999999,0,2170.0,177.0,8.15668202764977
75457,"Mt Vernon, TX 75457, USA",6116,40.7,39909.0,26517,15.89274035,33.172705,-95.20579090000001,7,6116.0,182.0,2.9758011772400264
77328,"Cleveland, TX 77328, USA",15666,34.0,48250.0,19670,18.51780927,30.3792489,-95.1849219,0,15666.0,946.0,6.038554832120516
35117,"Mt Olive, AL 35117, USA",5550,37.5,72500.0,29385,13.53153153,33.679318200000004,-86.8922723,12,5550.0,176.0,3.171171171171171
22025,"Dumfries, VA 22025, USA",16955,40.0,115000.0,48008,3.1082276610000004,38.5947311,-77.3381855,43,16955.0,399.0,2.353288115600118
77373,"Spring, TX 77373, USA",55927,32.4,67742.0,25921,9.578557763,30.060545399999995,-95.38348540000001,36,55927.0,2333.0,4.171509288894452
22642,"Linden, VA 22642, USA",3912,37.1,76198.0,28685,10.60838446,38.9465403,-78.0766036,0,3912.0,160.0,4.08997955010225
57004,"Beresford, SD 57004, USA",3563,39.7,53958.0,25930,3.7047431939999997,43.0894534,-96.7922355,3,3563.0,28.0,0.7858546168958742
31007,"Byromville, GA 31007, USA",1105,41.8,29417.0,14202,18.64253394,32.1773202,-83.9426698,0,1105.0,20.0,1.809954751131222
98362,"Port Angeles, WA 98362, USA",22052,47.5,43827.0,25914,14.38871758,47.950658600000004,-123.34560719999999,0,22052.0,920.0,4.17195719209142
25669,"Crum, WV 25669, USA",908,44.0,35302.0,16972,23.78854626,37.9381897,-82.4644445,0,908.0,38.0,4.185022026431718
49781,"St Ignace, MI 49781, USA",4303,44.2,39838.0,23000,15.26841738,46.0316836,-84.75529770000001,0,4303.0,354.0,8.226818498721823
11693,"Far Rockaway, NY 11693, USA",11335,39.1,50570.0,25149,21.44684605,40.6166766,-73.8272029,83,11335.0,629.0,5.549183943537715
73673,"Willow, OK 73673, USA",352,53.6,40234.0,26554,16.19318182,35.0343164,-99.5673479,0,352.0,0.0,0.0
36688,"Mobile, AL 36688, USA",545,20.1,,3086,0.0,30.6954595,-88.174414,102,545.0,60.0,11.009174311926607
16029,"East Butler, PA 16029, USA",647,40.0,41875.0,22128,13.29211747,40.8756815,-79.84157900000001,17,647.0,38.0,5.873261205564142
85743,"Tucson, AZ 85743, USA",28858,41.2,69577.0,32411,7.422551805,32.3324642,-111.21296159999999,0,28858.0,1216.0,4.213736225656663
34209,"Bradenton, FL 34209, USA",33008,54.1,51572.0,28711,9.294716432000001,27.507373200000004,-82.6375402,65,33008.0,1844.0,5.586524478914202
38224,"Cottage Grove, TN 38224, USA",1044,39.2,36932.0,19238,20.11494253,36.4053896,-88.49849909999999,1,1044.0,64.0,6.130268199233716
52560,"Floris, IA 52560, USA",483,44.6,53472.0,21979,11.18012422,40.8259755,-92.2335066,0,483.0,7.0,1.4492753623188406
78941,"Flatonia, TX 78941, USA",2754,45.7,40304.0,23115,11.29266521,29.757410600000004,-97.15747840000002,0,2754.0,49.0,1.7792302106027595
50201,"Nevada, IA 50201, USA",8139,40.4,56619.0,28908,7.777368227,42.065743,-93.45993259999999,7,8139.0,288.0,3.5385182454847035
86507,"Lukachukai, AZ 86507, USA",2464,24.1,22009.0,8346,48.29545455,36.410686600000005,-109.2593642,0,2464.0,95.0,3.855519480519481
93545,"Lone Pine, CA 93545, USA",2214,40.6,32473.0,18444,18.06684734,36.5131184,-118.0888578,0,2214.0,67.0,3.026196928635953
54151,"Niagara, WI 54151, USA",3376,45.7,45813.0,23500,13.24052133,45.715354,-87.9804239,2,3376.0,191.0,5.657582938388626
28076,"Henrietta, NC 28076, USA",1060,30.0,25221.0,9871,52.45283019,35.266252,-81.7932261,0,1060.0,71.0,6.69811320754717
92843,"Garden Grove, CA 92843, USA",44351,33.3,51991.0,17186,20.31972222,33.7675239,-117.9424743,172,44351.0,2446.0,5.515095488264075
47434,"Harrodsburg, IN 47434, USA",115,52.5,,21634,0.0,39.01260739999999,-86.54543220000001,0,115.0,0.0,0.0
24843,"Hensley, WV 24843, USA",140,60.4,20673.0,14761,37.14285714,37.4731506,-81.7010143,0,140.0,0.0,0.0
73951,"Tyrone, OK 73951, USA",1085,28.7,43125.0,16762,22.94930876,36.9306369,-101.048549,0,1085.0,35.0,3.225806451612903
36558,"Millry, AL 36558, USA",3946,42.1,42500.0,21410,13.71008616,31.572227500000004,-88.362785,0,3946.0,185.0,4.688291941206285
43030,"Jacksontown, OH 43030, USA",180,54.0,,27844,0.0,39.9595844,-82.4153441,11,180.0,0.0,0.0
17018,"Dauphin, PA 17018, USA",4175,47.1,58438.0,32552,6.682634731,40.401126299999994,-76.8836261,5,4175.0,77.0,1.844311377245509
2382,"Whitman, MA 02382, USA",14567,39.1,72462.0,32541,7.736665065,36.775953,-84.15721479999999,7,14567.0,655.0,4.4964646117937805
97389,"Tangent, OR 97389, USA",1576,36.5,46250.0,21717,16.18020305,44.5277138,-123.09415870000001,1,1576.0,80.0,5.0761421319796955
48469,"Port Sanilac, MI 48469, USA",1175,56.4,44438.0,25798,14.63829787,43.423835700000005,-82.5510469,1,1175.0,49.0,4.170212765957447
99737,"Delta Junction, AK 99737, USA",4964,33.5,71250.0,32842,11.42224013,63.8367895,-145.12982590000001,0,4964.0,161.0,3.2433521353746975
27541,"Hurdle Mills, NC 27541, USA",4295,45.1,56346.0,27996,5.797438882000001,36.260392200000005,-79.0871005,0,4295.0,123.0,2.8637951105937134
57078,"Yankton, SD 57078, USA",18894,40.7,50660.0,27293,12.96178681,42.912412700000004,-97.4597725,14,18894.0,459.0,2.4293426484598286
26205,"Craigsville, WV 26205, USA",3079,41.8,32128.0,16382,35.85579734,38.3297234,-80.62159100000001,2,3079.0,95.0,3.085417343293277
25427,"Hedgesville, WV 25427, USA",12630,42.9,54619.0,27919,10.72842439,39.51133239999999,-78.08801290000001,0,12630.0,904.0,7.157561361836897
44867,"Republic, OH 44867, USA",2294,42.1,59268.0,27746,6.800348736,41.1388267,-83.0039075,1,2294.0,79.0,3.4437663469921533
14855,"Jasper, NY 14855, USA",988,29.3,43750.0,15913,20.85020243,42.1589149,-77.4931403,0,988.0,26.0,2.631578947368421
42456,"Slaughters, KY 42456, USA",1438,39.6,47930.0,21130,14.534075099999999,37.5070164,-87.5593613,0,1438.0,35.0,2.433936022253129
25571,"West Hamlin, WV 25571, USA",2371,43.7,36650.0,16769,26.40236187,38.2770826,-82.18223990000001,5,2371.0,54.0,2.2775200337410375
36701,"Selma, AL 36701, USA",22605,39.4,32136.0,20992,26.14023446,32.4800392,-87.0424393,11,22605.0,1393.0,6.1623534616235345
66088,"Valley Falls, KS 66088, USA",2579,42.8,50667.0,25268,7.98759209,39.3183799,-95.43585300000001,1,2579.0,86.0,3.3346258239627766
72680,"Timbo, AR 72680, USA",769,46.6,28750.0,23495,21.58647594,35.882520899999996,-92.2925911,0,769.0,0.0,0.0
75783,"Quitman, TX 75783, USA",7486,45.1,40322.0,23210,12.03580016,32.8260186,-95.43585300000001,3,7486.0,278.0,3.7135987176061978
59201,"Wolf Point, MT 59201, USA",5193,30.8,42699.0,17624,20.75871365,48.379169,-105.6163785,0,5193.0,46.0,0.8858078182168303
78742,"Austin, TX 78742, USA",810,33.6,19688.0,15485,50.86419753,30.240605699999996,-97.6602365,13,810.0,56.0,6.91358024691358
7603,"Bogota, NJ 07603, USA",8231,38.7,77821.0,31670,8.832462641000001,40.043450799999995,-81.4263054,0,8231.0,363.0,4.410156724577815
13068,"Freeville, NY 13068, USA",5693,44.0,66480.0,30384,7.728789742000001,42.5014845,-76.35215140000001,3,5693.0,172.0,3.0212541717899173
25253,"Letart, WV 25253, USA",2118,38.9,40245.0,18032,22.56846081,38.8993559,-81.9752995,0,2118.0,55.0,2.5967894239848914
36619,"Mobile, AL 36619, USA",15405,37.9,55962.0,24392,11.1716975,30.5960565,-88.19741479999999,42,15405.0,531.0,3.4469328140214217
15937,"Jerome, PA 15937, USA",601,45.7,65000.0,24503,5.158069884,40.208486900000004,-78.9885845,3,601.0,0.0,0.0
71834,"Doddridge, AR 71834, USA",1385,53.3,39821.0,23159,20.64981949,33.1515268,-93.9470396,0,1385.0,75.0,5.415162454873646
71825,"Blevins, AR 71825, USA",686,32.6,35625.0,13098,36.1516035,33.8682784,-93.5509074,0,686.0,88.0,12.82798833819242
54229,"New Franken, WI 54229, USA",4123,40.4,68667.0,29538,5.918020858999999,44.5485744,-87.83532779999999,0,4123.0,113.0,2.740722774678632
25865,"Lester, WV 25865, USA",1368,38.8,65163.0,25341,10.30701754,37.725202200000005,-81.3619402,1,1368.0,2.0,0.14619883040935672
25559,"Salt Rock, WV 25559, USA",2105,41.9,55120.0,22464,11.11638955,38.323336299999994,-82.24746479999999,2,2105.0,85.0,4.038004750593824
19057,"Levittown, PA 19057, USA",18171,38.0,62863.0,25069,9.515161521,40.1344021,-74.8565613,82,18171.0,891.0,4.903417533432393
78885,"Vanderpool, TX 78885, USA",106,55.5,80417.0,38706,4.716981132,29.7918251,-99.5228528,0,106.0,0.0,0.0
84118,"Salt Lake City, UT 84118, USA",67019,30.4,61203.0,19777,12.23235202,40.6479987,-112.00590520000002,73,67019.0,3110.0,4.640475089153822
58369,"St John, ND 58369, USA",1306,38.9,29375.0,17469,30.93415008,48.9696899,-99.79176120000001,0,1306.0,3.0,0.22970903522205208
85233,"Gilbert, AZ 85233, USA",39027,34.7,75365.0,32900,7.628052374,33.351930100000004,-111.82108659999999,123,39027.0,1797.0,4.60450457375663
95237,"Lockeford, CA 95237, USA",3269,38.7,44542.0,22400,16.70235546,38.160627000000005,-121.14240009999999,2,3269.0,205.0,6.271030896298563
59752,"Three Forks, MT 59752, USA",3236,44.0,51176.0,25177,8.683559951,45.886905299999995,-111.5684932,3,3236.0,100.0,3.0902348578491967
10007,"New York, NY 10007, USA",6525,34.0,216037.0,157713,2.206896552,40.7136487,-74.0087126,200,6525.0,185.0,2.835249042145594
63935,"Doniphan, MO 63935, USA",9863,42.5,31208.0,16144,27.92253878,36.6488463,-90.9438468,0,9863.0,558.0,5.657507857649803
17327,"Glen Rock, PA 17327, USA",8190,46.7,67791.0,32177,3.504273504,39.77194229999999,-76.7567368,18,8190.0,518.0,6.3247863247863245
22952,"Lyndhurst, VA 22952, USA",2088,46.3,43095.0,23158,5.651340996,37.9545568,-78.9627624,0,2088.0,59.0,2.8256704980842913
57568,"Presho, SD 57568, USA",647,45.2,51700.0,28055,7.882534776,43.911993700000004,-100.12551640000001,1,647.0,6.0,0.9273570324574961
4010,"Brownfield, ME 04010, USA",1336,47.6,45592.0,25609,10.62874251,40.4342726,-77.236526,3,1336.0,49.0,3.6676646706586826
55060,"Owatonna, MN 55060, USA",28884,39.4,54945.0,27727,10.431380699999998,44.0888533,-93.2181477,12,28884.0,1101.0,3.8117989198171998
62633,"Easton, IL 62633, USA",690,50.3,56250.0,27852,7.536231883999999,40.2065985,-89.8692203,1,690.0,42.0,6.086956521739131
96783,"Pepeekeo, HI 96783, USA",2149,40.4,31705.0,17613,21.77757096,19.8344853,-155.11358069999997,0,2149.0,145.0,6.747324336900884
56453,"Hewitt, MN 56453, USA",855,41.0,50089.0,21875,12.86549708,46.3037542,-95.16285440000001,0,855.0,29.0,3.3918128654970756
16870,"Port Matilda, PA 16870, USA",6735,39.1,84808.0,37320,3.414996288,40.8033255,-78.08801290000001,0,6735.0,152.0,2.256867112100965
30152,"Kennesaw, GA 30152, USA",41689,36.7,74559.0,35046,7.404831011000001,34.0041089,-84.6583745,39,41689.0,2221.0,5.327544436182206
44305,"Akron, OH 44305, USA",21899,37.6,36944.0,18868,23.43486004,41.074591299999994,-81.460856,95,21899.0,1732.0,7.909036942326134
47232,"Elizabethtown, IN 47232, USA",3280,37.4,60128.0,21838,13.35365854,39.1100449,-85.7974141,0,3280.0,206.0,6.280487804878049
54822,"Cameron, WI 54822, USA",4585,39.9,48598.0,22565,11.23227917,45.4180506,-91.72119479999999,7,4585.0,157.0,3.424209378407852
30666,"Statham, GA 30666, USA",9287,37.3,53627.0,23167,8.301927425,33.9527142,-83.581615,3,9287.0,608.0,6.546785829654356
36858,"Hatchechubbee, AL 36858, USA",540,37.4,71563.0,25395,2.407407407,32.2912801,-85.29293840000001,0,540.0,9.0,1.6666666666666667
38870,"Smithville, MS 38870, USA",2559,40.8,53443.0,22094,7.463853068,34.075296200000004,-88.3433623,1,2559.0,82.0,3.2043767096522076
49269,"Parma, MI 49269, USA",5954,43.0,48185.0,24291,19.83540477,42.285923100000005,-84.5850997,1,5954.0,395.0,6.634195498824321
13495,"Yorkville, NY 13495, USA",2168,38.4,48576.0,24413,9.086715867,43.11428660000001,-75.27415570000001,31,2168.0,156.0,7.195571955719557
58494,"Wing, ND 58494, USA",357,42.2,48500.0,29216,5.6022408960000005,47.1813085,-100.3049045,1,357.0,10.0,2.801120448179272
23602,"Newport News, VA 23602, USA",39925,36.7,61343.0,30030,10.43456481,37.1120848,-76.5372625,56,39925.0,1644.0,4.117720726361929
11105,"New York, NY 11105, USA",36190,35.3,57525.0,33537,13.53688864,40.7787902,-73.9065883,200,36190.0,2051.0,5.667311411992263
71340,"Harrisonburg, LA 71340, USA",1612,33.7,30560.0,19909,8.498759305,31.820082799999998,-91.851343,2,1612.0,50.0,3.101736972704715
7606,"South Hackensack, NJ 07606, USA",2371,39.4,68750.0,33300,4.555040067,47.368864200000004,-124.2303763,1,2371.0,102.0,4.301982285955293
84072,"Tabiona, UT 84072, USA",529,30.3,48654.0,18735,0.756143667,40.3536565,-110.7360863,0,529.0,0.0,0.0
12148,"Rexford, NY 12148, USA",4322,44.2,107540.0,44237,1.758445164,42.840262,-73.8536683,54,4322.0,60.0,1.3882461823229986
55435,"Minneapolis, MN 55435, USA",12286,46.9,56213.0,47347,3.8987465410000004,44.8721412,-93.3338547,116,12286.0,271.0,2.2057626566824027
54747,"Independence, WI 54747, USA",2583,39.0,41755.0,22124,16.260162599999997,44.4083424,-91.50150090000001,0,2583.0,80.0,3.097173828881146
67835,"Cimarron, KS 67835, USA",3105,33.4,52188.0,22510,13.68760064,37.990067700000004,-100.3048897,0,3105.0,85.0,2.737520128824477
66614,"Topeka, KS 66614, USA",31709,38.8,53673.0,30118,11.87675423,39.013101,-95.85121,17,31709.0,1000.0,3.1536787662808665
8324,"Heislerville, NJ 08324, USA",670,42.5,67772.0,28069,14.47761194,46.9806601,15.741650699999997,7,670.0,48.0,7.164179104477612
60433,"Joliet, IL 60433, USA",17220,35.4,43644.0,18967,18.63530778,41.4997384,-88.04608940000001,34,17220.0,1443.0,8.37979094076655
27249,"Gibsonville, NC 27249, USA",12596,42.1,50095.0,25651,10.86852969,36.166377600000004,-79.5940544,0,12596.0,617.0,4.89838043823436
95008,"Campbell, CA 95008, USA",45187,37.3,87204.0,44023,7.395932458,37.2770029,-121.95299920000001,165,45187.0,2117.0,4.68497576736672
30601,"Athens, GA 30601, USA",21349,26.0,20884.0,13402,47.20127406,34.006845,-83.34687840000001,27,21349.0,1008.0,4.721532624478899
81087,"Vilas, CO 81087, USA",192,26.8,34500.0,13210,2.083333333,37.350710299999996,-102.4495221,0,192.0,5.0,2.604166666666667
1527,"Millbury, MA 01527, USA",13264,43.0,71832.0,32329,5.247285887,33.653886799999995,-81.59899709999999,1,13264.0,589.0,4.440591073582629
78214,"San Antonio, TX 78214, USA",23611,33.6,27222.0,13595,34.17898437,29.3172731,-98.46778509999999,30,23611.0,1327.0,5.620261742408199
8872,"Sayreville, NJ 08872, USA",20041,37.7,72956.0,32666,6.366947757,47.141490000000005,9.098061300000001,15,20041.0,1003.0,5.004740282421037
23832,"Chesterfield, VA 23832, USA",32263,37.2,75942.0,31379,4.745373958,37.397668599999996,-77.5963271,29,32263.0,1268.0,3.930198679602021
78414,"Corpus Christi, TX 78414, USA",33033,34.0,75971.0,33464,5.542941907,27.647429600000002,-97.3624598,26,33033.0,738.0,2.2341295068567795
77880,"Washington, TX 77880, USA",1637,48.8,38672.0,25386,17.95968235,30.267422600000003,-96.1739116,0,1637.0,28.0,1.7104459376908978
49234,"Clarklake, MI 49234, USA",2665,47.3,58250.0,30245,16.62288931,42.1277049,-84.3647199,1,2665.0,41.0,1.5384615384615385
55396,"Winthrop, MN 55396, USA",2231,41.8,48919.0,23296,13.5365307,44.580169,-94.356513,3,2231.0,75.0,3.3617212012550426
2717,"East Freetown, MA 02717, USA",4356,42.8,81150.0,32987,3.558310376,46.1252335,-86.5191127,0,4356.0,227.0,5.211202938475665
78072,"Tilden, TX 78072, USA",570,41.2,42083.0,21532,20.70175439,28.261052799999998,-98.6160674,0,570.0,3.0,0.5263157894736842
3448,"Gilsum, NH 03448, USA",662,50.8,45417.0,26556,12.08459215,36.8491276,-83.4786993,0,662.0,45.0,6.797583081570997
76377,"Petrolia, TX 76377, USA",787,41.3,48750.0,22710,6.861499365,34.0190414,-98.2760021,0,787.0,21.0,2.6683608640406606
27358,"Summerfield, NC 27358, USA",14998,43.0,88382.0,40210,4.320576077,36.23450220000001,-79.88568240000001,4,14998.0,398.0,2.653687158287772
34224,"Englewood, FL 34224, USA",15432,60.1,39645.0,24929,14.34033178,26.9288268,-82.3126294,18,15432.0,858.0,5.559875583203732
62025,"Edwardsville, IL 62025, USA",33736,35.2,72877.0,34115,9.097106947999999,38.8414469,-89.9440061,24,33736.0,1263.0,3.743775195636709
87528,"Dulce, NM 87528, USA",3405,29.0,39725.0,16182,20.76358297,36.7078973,-106.9594723,0,3405.0,260.0,7.63582966226138
32025,"Lake City, FL 32025, USA",23341,35.2,39916.0,17493,16.04472816,30.111156,-82.5834947,0,23341.0,1924.0,8.24300586950002
61929,"Hammond, IL 61929, USA",652,45.7,47891.0,23964,5.2147239260000005,39.8295453,-88.6530753,1,652.0,29.0,4.447852760736196
18223,"Ebervale, PA 18223, USA",122,43.7,49458.0,37056,25.40983607,40.992216799999994,-75.9350072,25,122.0,31.0,25.40983606557377
30236,"Jonesboro, GA 30236, USA",44082,33.9,40107.0,21374,22.28347171,33.5213067,-84.3226488,28,44082.0,3481.0,7.8966471575699835
98106,"Seattle, WA 98106, USA",23855,35.3,57875.0,27922,16.38230979,47.5476069,-122.35146529999999,173,23855.0,1388.0,5.818486690421295
41073,"Bellevue, KY 41073, USA",5810,37.7,53396.0,26881,9.432013769,39.0992398,-84.4776372,190,5810.0,363.0,6.247848537005163
66052,"Linwood, KS 66052, USA",2021,42.8,57848.0,27076,6.82830282,39.014128899999996,-95.04946020000001,0,2021.0,113.0,5.591291439881247
61270,"Morrison, IL 61270, USA",7159,45.2,54206.0,27990,8.436932532,41.8004348,-89.96267990000001,6,7159.0,307.0,4.288308422964101
61604,"Peoria, IL 61604, USA",31427,36.8,40630.0,21137,21.60880771,40.7001416,-89.6581073,50,31427.0,1657.0,5.272536354090432
85383,"Peoria, AZ 85383, USA",38400,36.7,101526.0,37735,3.5703125,33.7868136,-112.28608999999999,5,38400.0,1054.0,2.7447916666666665
15206,"Pittsburgh, PA 15206, USA",29098,36.6,33792.0,27733,20.10103787,40.472064200000005,-79.9136731,168,29098.0,1704.0,5.856072582308062
64639,"De Witt, MO 64639, USA",257,48.9,57917.0,25446,4.2801556419999995,39.3794032,-93.238251,0,257.0,5.0,1.9455252918287937
49639,"Hersey, MI 49639, USA",2617,40.7,41570.0,17687,14.97898357,43.831262100000004,-85.3756249,0,2617.0,244.0,9.323653037829576
32683,"Otter Creek, FL 32683, USA",337,45.9,36563.0,13575,59.94065282,29.2720518,-82.7751622,0,337.0,74.0,21.958456973293767
62340,"Griggsville, IL 62340, USA",1569,43.8,38036.0,20380,20.84130019,50.8621076,1.8577529,7,1569.0,36.0,2.294455066921606
624,"Peñuelas, 00624, Puerto Rico",25340,34.2,14768.0,6761,59.56985004,37.165142100000004,-82.5247603,8,25340.0,2358.0,9.30544593528019
10913,"Blauvelt, NY 10913, USA",5175,41.8,122857.0,46193,1.835748792,41.0711228,-73.9536163,70,5175.0,187.0,3.6135265700483097
24137,"Penhook, VA 24137, USA",2893,46.3,54979.0,30491,11.61424127,36.9109694,-79.6726632,0,2893.0,98.0,3.3874870376771518
27853,"Margarettsville, NC 27853, USA",659,42.8,25966.0,11178,40.06069803,36.5219992,-77.32095550000001,0,659.0,15.0,2.2761760242792106
6444,"Marion, CT 06444, USA",134,29.7,103636.0,22178,0.0,35.9801029,-93.768637,0,134.0,14.0,10.44776119402985
76599,"Gatesville, TX 76599, USA",1480,35.0,,8815,0.0,31.474880300000002,-97.73674759999999,6,1480.0,0.0,0.0
52141,"Elgin, IA 52141, USA",1390,42.5,39679.0,21960,18.34532374,42.9497646,-91.6178011,1,1390.0,24.0,1.7266187050359711
692,"Vega Alta, 00692, Puerto Rico",37618,35.0,18500.0,9273,49.20250944,37.2258653,-80.0582318,56,37618.0,2579.0,6.8557605401669415
56343,"Kensington, MN 56343, USA",930,42.4,48417.0,24153,8.924731182999999,45.780001299999995,-95.7209968,2,930.0,30.0,3.225806451612903
17946,"Lost Creek, PA 17946, USA",215,62.1,15469.0,10440,59.53488372,40.8058719,-76.2445864,12,215.0,14.0,6.511627906976744
84020,"Draper, UT 84020, USA",42751,30.4,89922.0,33164,4.392879699,40.496021500000005,-111.8687825,45,42751.0,881.0,2.0607705082922037
